date,MCD stock,isPartial
2016-12-01,59,False
2016-12-02,54,False
2016-12-03,29,False
2016-12-04,14,False
2016-12-05,100,False
2016-12-06,50,False
2016-12-07,57,False
2016-12-08,33,False
2016-12-09,34,False
2016-12-10,30,False
2016-12-11,22,False
2016-12-12,56,False
2016-12-13,51,False
2016-12-14,77,False
2016-12-15,66,False
2016-12-16,28,False
2016-12-17,39,False
2016-12-18,15,False
2016-12-19,46,False
2016-12-20,67,False
2016-12-21,41,False
2016-12-22,48,False
2016-12-23,29,False
2016-12-24,33,False
2016-12-25,0,False
2016-12-26,15,False
2016-12-27,27,False
2016-12-28,42,False
2016-12-29,55,False
2016-12-30,51,False
2016-12-31,32,False
