date,KO stock,isPartial
2013-02-01,31,False
2013-02-02,29,False
2013-02-03,11,False
2013-02-04,24,False
2013-02-05,43,False
2013-02-06,49,False
2013-02-07,100,False
2013-02-08,36,False
2013-02-09,24,False
2013-02-10,12,False
2013-02-11,35,False
2013-02-12,70,False
2013-02-13,74,False
2013-02-14,65,False
2013-02-15,62,False
2013-02-16,17,False
2013-02-17,23,False
2013-02-18,29,False
2013-02-19,39,False
2013-02-20,68,False
2013-02-21,39,False
2013-02-22,61,False
2013-02-23,34,False
2013-02-24,17,False
2013-02-25,23,False
2013-02-26,33,False
2013-02-27,62,False
2013-02-28,49,False
