,date,AAPL,isPartial
25,2013-12-26,25.439999999999998,False
26,2013-12-27,24.48,False
27,2013-12-28,10.08,False
28,2013-12-29,8.64,False
29,2013-12-30,24.0,False
30,2013-12-31,27.36,False
0,2014-01-01,5.1,False
1,2014-01-02,15.3,False
2,2014-01-03,17.85,False
3,2014-01-04,6.12,False
4,2014-01-05,3.5700000000000003,False
5,2014-01-06,13.77,False
6,2014-01-07,14.280000000000001,False
7,2014-01-08,12.24,False
8,2014-01-09,12.75,False
9,2014-01-10,13.26,False
10,2014-01-11,4.08,False
11,2014-01-12,3.06,False
12,2014-01-13,12.75,False
13,2014-01-14,14.790000000000001,False
14,2014-01-15,20.4,False
15,2014-01-16,16.32,False
16,2014-01-17,17.34,False
17,2014-01-18,6.12,False
18,2014-01-19,4.08,False
19,2014-01-20,8.67,False
20,2014-01-21,15.81,False
21,2014-01-22,17.85,False
22,2014-01-23,16.32,False
23,2014-01-24,16.32,False
24,2014-01-25,5.1,False
25,2014-01-26,4.59,False
26,2014-01-27,35.7,False
27,2014-01-28,51.0,False
28,2014-01-29,29.580000000000002,False
29,2014-01-30,22.95,False
30,2014-01-31,19.89,False
0,2014-02-01,11.88,False
1,2014-02-02,7.92,False
2,2014-02-03,35.2,False
3,2014-02-04,33.44,False
4,2014-02-05,29.92,False
5,2014-02-06,30.36,False
6,2014-02-07,44.0,False
7,2014-02-08,10.56,False
8,2014-02-09,7.48,False
9,2014-02-10,38.28,False
10,2014-02-11,34.76,False
11,2014-02-12,28.6,False
12,2014-02-13,32.56,False
13,2014-02-14,30.8,False
14,2014-02-15,11.88,False
15,2014-02-16,7.04,False
16,2014-02-17,15.84,False
17,2014-02-18,26.84,False
18,2014-02-19,31.24,False
19,2014-02-20,28.16,False
20,2014-02-21,26.4,False
21,2014-02-22,7.48,False
22,2014-02-23,6.16,False
23,2014-02-24,25.96,False
24,2014-02-25,25.52,False
25,2014-02-26,29.92,False
26,2014-02-27,26.4,False
27,2014-02-28,29.48,False
0,2014-03-01,11.84,False
1,2014-03-02,6.4,False
2,2014-03-03,26.88,False
3,2014-03-04,32.0,False
4,2014-03-05,27.84,False
5,2014-03-06,28.8,False
6,2014-03-07,30.400000000000002,False
7,2014-03-08,8.64,False
8,2014-03-09,7.04,False
9,2014-03-10,26.560000000000002,False
10,2014-03-11,26.240000000000002,False
11,2014-03-12,23.36,False
12,2014-03-13,24.96,False
13,2014-03-14,23.36,False
14,2014-03-15,6.08,False
15,2014-03-16,6.4,False
16,2014-03-17,27.2,False
17,2014-03-18,26.560000000000002,False
18,2014-03-19,23.04,False
19,2014-03-20,23.36,False
20,2014-03-21,20.48,False
21,2014-03-22,6.08,False
22,2014-03-23,4.8,False
23,2014-03-24,26.88,False
24,2014-03-25,27.2,False
25,2014-03-26,22.400000000000002,False
26,2014-03-27,22.72,False
27,2014-03-28,24.64,False
28,2014-03-29,5.44,False
29,2014-03-30,4.8,False
30,2014-03-31,22.080000000000002,False
0,2014-04-01,9.24,False
1,2014-04-02,11.0,False
2,2014-04-03,9.68,False
3,2014-04-04,10.12,False
4,2014-04-05,3.08,False
5,2014-04-06,1.76,False
6,2014-04-07,8.36,False
7,2014-04-08,8.36,False
8,2014-04-09,8.36,False
9,2014-04-10,10.12,False
10,2014-04-11,11.0,False
11,2014-04-12,3.08,False
12,2014-04-13,2.2,False
13,2014-04-14,8.8,False
14,2014-04-15,8.36,False
15,2014-04-16,8.36,False
16,2014-04-17,10.56,False
17,2014-04-18,5.72,False
18,2014-04-19,2.64,False
19,2014-04-20,1.76,False
20,2014-04-21,11.0,False
21,2014-04-22,11.0,False
22,2014-04-23,29.48,False
23,2014-04-24,44.0,False
24,2014-04-25,22.44,False
25,2014-04-26,6.6,False
26,2014-04-27,3.96,False
27,2014-04-28,18.04,False
28,2014-04-29,20.68,False
29,2014-04-30,21.12,False
0,2014-05-01,32.660000000000004,False
1,2014-05-02,28.98,False
2,2014-05-03,9.66,False
3,2014-05-04,5.5200000000000005,False
4,2014-05-05,32.660000000000004,False
5,2014-05-06,34.96,False
6,2014-05-07,30.360000000000003,False
7,2014-05-08,29.900000000000002,False
8,2014-05-09,35.42,False
9,2014-05-10,10.58,False
10,2014-05-11,5.98,False
11,2014-05-12,29.44,False
12,2014-05-13,30.82,False
13,2014-05-14,25.76,False
14,2014-05-15,24.84,False
15,2014-05-16,24.84,False
16,2014-05-17,7.82,False
17,2014-05-18,5.98,False
18,2014-05-19,29.900000000000002,False
19,2014-05-20,26.220000000000002,False
20,2014-05-21,25.76,False
21,2014-05-22,23.0,False
