date,GS stock,isPartial
2013-12-01,30,False
2013-12-02,52,False
2013-12-03,40,False
2013-12-04,53,False
2013-12-05,94,False
2013-12-06,28,False
2013-12-07,32,False
2013-12-08,32,False
2013-12-09,54,False
2013-12-10,53,False
2013-12-11,54,False
2013-12-12,0,False
2013-12-13,29,False
2013-12-14,33,False
2013-12-15,32,False
2013-12-16,41,False
2013-12-17,69,False
2013-12-18,55,False
2013-12-19,57,False
2013-12-20,91,False
2013-12-21,33,False
2013-12-22,0,False
2013-12-23,60,False
2013-12-24,100,False
2013-12-25,37,False
2013-12-26,31,False
2013-12-27,60,False
2013-12-28,66,False
2013-12-29,32,False
2013-12-30,44,False
2013-12-31,66,False
