date,NVDA stock,isPartial
2018-06-01,78,False
2018-06-02,18,False
2018-06-03,13,False
2018-06-04,89,False
2018-06-05,100,False
2018-06-06,88,False
2018-06-07,86,False
2018-06-08,83,False
2018-06-09,17,False
2018-06-10,8,False
2018-06-11,86,False
2018-06-12,81,False
2018-06-13,94,False
2018-06-14,61,False
2018-06-15,69,False
2018-06-16,10,False
2018-06-17,8,False
2018-06-18,68,False
2018-06-19,70,False
2018-06-20,77,False
2018-06-21,74,False
2018-06-22,57,False
2018-06-23,16,False
2018-06-24,13,False
2018-06-25,91,False
2018-06-26,89,False
2018-06-27,73,False
2018-06-28,71,False
2018-06-29,68,False
2018-06-30,13,False
