date,SIRI stock,isPartial
2017-03-01,63,False
2017-03-02,75,False
2017-03-03,79,False
2017-03-04,12,False
2017-03-05,9,False
2017-03-06,51,False
2017-03-07,51,False
2017-03-08,46,False
2017-03-09,58,False
2017-03-10,58,False
2017-03-11,21,False
2017-03-12,12,False
2017-03-13,100,False
2017-03-14,70,False
2017-03-15,76,False
2017-03-16,58,False
2017-03-17,52,False
2017-03-18,11,False
2017-03-19,15,False
2017-03-20,57,False
2017-03-21,61,False
2017-03-22,54,False
2017-03-23,54,False
2017-03-24,54,False
2017-03-25,14,False
2017-03-26,9,False
2017-03-27,49,False
2017-03-28,50,False
2017-03-29,58,False
2017-03-30,46,False
2017-03-31,50,False
