date,SBUX stock,isPartial
2018-01-01,4,False
2018-01-02,33,False
2018-01-03,29,False
2018-01-04,47,False
2018-01-05,36,False
2018-01-06,20,False
2018-01-07,8,False
2018-01-08,40,False
2018-01-09,29,False
2018-01-10,26,False
2018-01-11,26,False
2018-01-12,33,False
2018-01-13,8,False
2018-01-14,4,False
2018-01-15,12,False
2018-01-16,34,False
2018-01-17,34,False
2018-01-18,49,False
2018-01-19,44,False
2018-01-20,18,False
2018-01-21,8,False
2018-01-22,34,False
2018-01-23,43,False
2018-01-24,39,False
2018-01-25,85,False
2018-01-26,100,False
2018-01-27,24,False
2018-01-28,10,False
2018-01-29,31,False
2018-01-30,42,False
2018-01-31,40,False
