date,COST stock,isPartial
2015-08-01,37,False
2015-08-02,44,False
2015-08-03,69,False
2015-08-04,53,False
2015-08-05,85,False
2015-08-06,60,False
2015-08-07,47,False
2015-08-08,37,False
2015-08-09,32,False
2015-08-10,53,False
2015-08-11,62,False
2015-08-12,49,False
2015-08-13,60,False
2015-08-14,51,False
2015-08-15,32,False
2015-08-16,41,False
2015-08-17,50,False
2015-08-18,55,False
2015-08-19,61,False
2015-08-20,53,False
2015-08-21,72,False
2015-08-22,53,False
2015-08-23,43,False
2015-08-24,100,False
2015-08-25,96,False
2015-08-26,78,False
2015-08-27,64,False
2015-08-28,69,False
2015-08-29,66,False
2015-08-30,37,False
2015-08-31,63,False
