date,MU stock,isPartial
2016-09-01,84,False
2016-09-02,78,False
2016-09-03,17,False
2016-09-04,10,False
2016-09-05,15,False
2016-09-06,73,False
2016-09-07,72,False
2016-09-08,84,False
2016-09-09,78,False
2016-09-10,21,False
2016-09-11,17,False
2016-09-12,52,False
2016-09-13,76,False
2016-09-14,79,False
2016-09-15,81,False
2016-09-16,86,False
2016-09-17,30,False
2016-09-18,10,False
2016-09-19,55,False
2016-09-20,58,False
2016-09-21,58,False
2016-09-22,68,False
2016-09-23,74,False
2016-09-24,26,False
2016-09-25,15,False
2016-09-26,46,False
2016-09-27,89,False
2016-09-28,88,False
2016-09-29,85,False
2016-09-30,100,False
