date,SYMC stock,isPartial
2017-02-01,100,False
2017-02-02,58,False
2017-02-03,67,False
2017-02-04,0,False
2017-02-05,21,False
2017-02-06,63,False
2017-02-07,57,False
2017-02-08,19,False
2017-02-09,77,False
2017-02-10,74,False
2017-02-11,67,False
2017-02-12,44,False
2017-02-13,37,False
2017-02-14,82,False
2017-02-15,39,False
2017-02-16,51,False
2017-02-17,70,False
2017-02-18,33,False
2017-02-19,22,False
2017-02-20,19,False
2017-02-21,44,False
2017-02-22,57,False
2017-02-23,51,False
2017-02-24,26,False
2017-02-25,0,False
2017-02-26,22,False
2017-02-27,49,False
2017-02-28,44,False
