date,MAT stock,isPartial
2013-10-01,33,False
2013-10-02,86,False
2013-10-03,34,False
2013-10-04,0,False
2013-10-05,0,False
2013-10-06,0,False
2013-10-07,34,False
2013-10-08,68,False
2013-10-09,68,False
2013-10-10,52,False
2013-10-11,54,False
2013-10-12,42,False
2013-10-13,41,False
2013-10-14,0,False
2013-10-15,34,False
2013-10-16,51,False
2013-10-17,34,False
2013-10-18,54,False
2013-10-19,81,False
2013-10-20,59,False
2013-10-21,66,False
2013-10-22,0,False
2013-10-23,100,False
2013-10-24,34,False
2013-10-25,0,False
2013-10-26,40,False
2013-10-27,39,False
2013-10-28,65,False
2013-10-29,33,False
2013-10-30,51,False
2013-10-31,35,False
