date,EA stock,isPartial
2014-01-01,21,False
2014-01-02,32,False
2014-01-03,29,False
2014-01-04,28,False
2014-01-05,32,False
2014-01-06,16,False
2014-01-07,35,False
2014-01-08,28,False
2014-01-09,32,False
2014-01-10,49,False
2014-01-11,28,False
2014-01-12,14,False
2014-01-13,35,False
2014-01-14,54,False
2014-01-15,51,False
2014-01-16,27,False
2014-01-17,57,False
2014-01-18,14,False
2014-01-19,27,False
2014-01-20,35,False
2014-01-21,39,False
2014-01-22,50,False
2014-01-23,35,False
2014-01-24,16,False
2014-01-25,34,False
2014-01-26,23,False
2014-01-27,42,False
2014-01-28,60,False
2014-01-29,100,False
2014-01-30,59,False
2014-01-31,45,False
