date,SIRI stock,isPartial
2016-12-01,30,False
2016-12-02,100,False
2016-12-03,31,False
2016-12-04,9,False
2016-12-05,70,False
2016-12-06,87,False
2016-12-07,78,False
2016-12-08,67,False
2016-12-09,78,False
2016-12-10,16,False
2016-12-11,14,False
2016-12-12,53,False
2016-12-13,67,False
2016-12-14,62,False
2016-12-15,67,False
2016-12-16,73,False
2016-12-17,20,False
2016-12-18,19,False
2016-12-19,51,False
2016-12-20,51,False
2016-12-21,58,False
2016-12-22,53,False
2016-12-23,40,False
2016-12-24,31,False
2016-12-25,18,False
2016-12-26,28,False
2016-12-27,64,False
2016-12-28,35,False
2016-12-29,33,False
2016-12-30,37,False
2016-12-31,34,False
