date,WDC stock,isPartial
2013-07-01,25,False
2013-07-02,25,False
2013-07-03,75,False
2013-07-04,0,False
2013-07-05,0,False
2013-07-06,31,False
2013-07-07,62,False
2013-07-08,25,False
2013-07-09,66,False
2013-07-10,100,False
2013-07-11,59,False
2013-07-12,79,False
2013-07-13,31,False
2013-07-14,30,False
2013-07-15,50,False
2013-07-16,50,False
2013-07-17,42,False
2013-07-18,59,False
2013-07-19,52,False
2013-07-20,30,False
2013-07-21,31,False
2013-07-22,25,False
2013-07-23,24,False
2013-07-24,58,False
2013-07-25,93,False
2013-07-26,70,False
2013-07-27,46,False
2013-07-28,0,False
2013-07-29,61,False
2013-07-30,61,False
2013-07-31,25,False
