date,SBUX stock,isPartial
2017-04-01,10,False
2017-04-02,13,False
2017-04-03,33,False
2017-04-04,29,False
2017-04-05,32,False
2017-04-06,29,False
2017-04-07,31,False
2017-04-08,9,False
2017-04-09,9,False
2017-04-10,15,False
2017-04-11,18,False
2017-04-12,26,False
2017-04-13,21,False
2017-04-14,17,False
2017-04-15,4,False
2017-04-16,7,False
2017-04-17,18,False
2017-04-18,36,False
2017-04-19,38,False
2017-04-20,44,False
2017-04-21,45,False
2017-04-22,10,False
2017-04-23,10,False
2017-04-24,35,False
2017-04-25,51,False
2017-04-26,41,False
2017-04-27,81,False
2017-04-28,100,False
2017-04-29,22,False
2017-04-30,9,False
