date,SIRI stock,isPartial
2018-04-01,15,False
2018-04-02,48,False
2018-04-03,100,False
2018-04-04,71,False
2018-04-05,44,False
2018-04-06,75,False
2018-04-07,23,False
2018-04-08,13,False
2018-04-09,28,False
2018-04-10,68,False
2018-04-11,56,False
2018-04-12,54,False
2018-04-13,45,False
2018-04-14,20,False
2018-04-15,10,False
2018-04-16,54,False
2018-04-17,54,False
2018-04-18,52,False
2018-04-19,73,False
2018-04-20,45,False
2018-04-21,13,False
2018-04-22,10,False
2018-04-23,39,False
2018-04-24,81,False
2018-04-25,96,False
2018-04-26,75,False
2018-04-27,61,False
2018-04-28,14,False
2018-04-29,23,False
2018-04-30,67,False
