date,TSLA stock,isPartial
2014-12-01,34,False
2014-12-02,78,False
2014-12-03,44,False
2014-12-04,71,False
2014-12-05,65,False
2014-12-06,16,False
2014-12-07,21,False
2014-12-08,68,False
2014-12-09,53,False
2014-12-10,76,False
2014-12-11,81,False
2014-12-12,56,False
2014-12-13,27,False
2014-12-14,11,False
2014-12-15,48,False
2014-12-16,63,False
2014-12-17,100,False
2014-12-18,61,False
2014-12-19,44,False
2014-12-20,22,False
2014-12-21,6,False
2014-12-22,52,False
2014-12-23,44,False
2014-12-24,39,False
2014-12-25,6,False
2014-12-26,63,False
2014-12-27,59,False
2014-12-28,11,False
2014-12-29,71,False
2014-12-30,43,False
2014-12-31,11,False
