date,MCD stock,isPartial
2012-12-01,26,False
2012-12-02,25,False
2012-12-03,43,False
2012-12-04,49,False
2012-12-05,43,False
2012-12-06,29,False
2012-12-07,76,False
2012-12-08,26,False
2012-12-09,25,False
2012-12-10,63,False
2012-12-11,43,False
2012-12-12,100,False
2012-12-13,43,False
2012-12-14,22,False
2012-12-15,51,False
2012-12-16,50,False
2012-12-17,54,False
2012-12-18,32,False
2012-12-19,37,False
2012-12-20,82,False
2012-12-21,35,False
2012-12-22,80,False
2012-12-23,27,False
2012-12-24,0,False
2012-12-25,58,False
2012-12-26,37,False
2012-12-27,38,False
2012-12-28,83,False
2012-12-29,26,False
2012-12-30,0,False
2012-12-31,44,False
