date,WMT stock,isPartial
2017-09-01,43,False
2017-09-02,12,False
2017-09-03,0,False
2017-09-04,32,False
2017-09-05,75,False
2017-09-06,100,False
2017-09-07,41,False
2017-09-08,53,False
2017-09-09,17,False
2017-09-10,17,False
2017-09-11,60,False
2017-09-12,50,False
2017-09-13,61,False
2017-09-14,41,False
2017-09-15,47,False
2017-09-16,47,False
2017-09-17,34,False
2017-09-18,85,False
2017-09-19,50,False
2017-09-20,40,False
2017-09-21,96,False
2017-09-22,48,False
2017-09-23,18,False
2017-09-24,0,False
2017-09-25,45,False
2017-09-26,64,False
2017-09-27,45,False
2017-09-28,31,False
2017-09-29,38,False
2017-09-30,29,False
