date,HD stock,isPartial
2012-12-01,43,False
2012-12-02,49,False
2012-12-03,100,False
2012-12-04,41,False
2012-12-05,77,False
2012-12-06,42,False
2012-12-07,43,False
2012-12-08,29,False
2012-12-09,27,False
2012-12-10,35,False
2012-12-11,41,False
2012-12-12,60,False
2012-12-13,54,False
2012-12-14,25,False
2012-12-15,35,False
2012-12-16,56,False
2012-12-17,42,False
2012-12-18,65,False
2012-12-19,79,False
2012-12-20,18,False
2012-12-21,92,False
2012-12-22,51,False
2012-12-23,23,False
2012-12-24,68,False
2012-12-25,32,False
2012-12-26,47,False
2012-12-27,57,False
2012-12-28,72,False
2012-12-29,73,False
2012-12-30,22,False
2012-12-31,51,False
