date,KO stock,isPartial
2013-08-01,86,False
2013-08-02,41,False
2013-08-03,47,False
2013-08-04,56,False
2013-08-05,76,False
2013-08-06,70,False
2013-08-07,62,False
2013-08-08,80,False
2013-08-09,57,False
2013-08-10,28,False
2013-08-11,19,False
2013-08-12,100,False
2013-08-13,99,False
2013-08-14,62,False
2013-08-15,73,False
2013-08-16,82,False
2013-08-17,56,False
2013-08-18,37,False
2013-08-19,84,False
2013-08-20,91,False
2013-08-21,75,False
2013-08-22,54,False
2013-08-23,72,False
2013-08-24,55,False
2013-08-25,36,False
2013-08-26,37,False
2013-08-27,59,False
2013-08-28,89,False
2013-08-29,60,False
2013-08-30,47,False
2013-08-31,18,False
