date,GOOG stock,isPartial
2014-01-01,16,False
2014-01-02,29,False
2014-01-03,21,False
2014-01-04,13,False
2014-01-05,12,False
2014-01-06,20,False
2014-01-07,29,False
2014-01-08,31,False
2014-01-09,28,False
2014-01-10,25,False
2014-01-11,9,False
2014-01-12,7,False
2014-01-13,19,False
2014-01-14,31,False
2014-01-15,31,False
2014-01-16,33,False
2014-01-17,31,False
2014-01-18,8,False
2014-01-19,16,False
2014-01-20,8,False
2014-01-21,33,False
2014-01-22,20,False
2014-01-23,19,False
2014-01-24,38,False
2014-01-25,18,False
2014-01-26,22,False
2014-01-27,24,False
2014-01-28,52,False
2014-01-29,40,False
2014-01-30,62,False
2014-01-31,100,False
