date,EBAY stock,isPartial
2018-07-01,21,False
2018-07-02,29,False
2018-07-03,38,False
2018-07-04,16,False
2018-07-05,28,False
2018-07-06,19,False
2018-07-07,24,False
2018-07-08,25,False
2018-07-09,32,False
2018-07-10,36,False
2018-07-11,27,False
2018-07-12,24,False
2018-07-13,27,False
2018-07-14,19,False
2018-07-15,22,False
2018-07-16,24,False
2018-07-17,37,False
2018-07-18,75,False
2018-07-19,100,False
2018-07-20,67,False
2018-07-21,33,False
2018-07-22,23,False
2018-07-23,43,False
2018-07-24,45,False
2018-07-25,47,False
2018-07-26,45,False
2018-07-27,48,False
2018-07-28,25,False
2018-07-29,28,False
2018-07-30,40,False
2018-07-31,44,False
