date,MCD stock,isPartial
2018-07-01,15,False
2018-07-02,30,False
2018-07-03,18,False
2018-07-04,13,False
2018-07-05,31,False
2018-07-06,18,False
2018-07-07,8,False
2018-07-08,6,False
2018-07-09,21,False
2018-07-10,32,False
2018-07-11,15,False
2018-07-12,48,False
2018-07-13,59,False
2018-07-14,31,False
2018-07-15,16,False
2018-07-16,47,False
2018-07-17,38,False
2018-07-18,37,False
2018-07-19,28,False
2018-07-20,42,False
2018-07-21,15,False
2018-07-22,15,False
2018-07-23,42,False
2018-07-24,42,False
2018-07-25,46,False
2018-07-26,100,False
2018-07-27,41,False
2018-07-28,12,False
2018-07-29,16,False
2018-07-30,43,False
2018-07-31,35,False
