date,GS stock,isPartial
2012-03-01,24,False
2012-03-02,74,False
2012-03-03,29,False
2012-03-04,0,False
2012-03-05,35,False
2012-03-06,34,False
2012-03-07,45,False
2012-03-08,47,False
2012-03-09,36,False
2012-03-10,28,False
2012-03-11,27,False
2012-03-12,30,False
2012-03-13,53,False
2012-03-14,57,False
2012-03-15,100,False
2012-03-16,56,False
2012-03-17,42,False
2012-03-18,36,False
2012-03-19,34,False
2012-03-20,23,False
2012-03-21,46,False
2012-03-22,31,False
2012-03-23,25,False
2012-03-24,0,False
2012-03-25,28,False
2012-03-26,30,False
2012-03-27,61,False
2012-03-28,38,False
2012-03-29,46,False
2012-03-30,37,False
2012-03-31,41,False
