date,HAS stock,isPartial
2016-10-01,51,False
2016-10-02,57,False
2016-10-03,65,False
2016-10-04,82,False
2016-10-05,52,False
2016-10-06,57,False
2016-10-07,50,False
2016-10-08,36,False
2016-10-09,54,False
2016-10-10,69,False
2016-10-11,81,False
2016-10-12,78,False
2016-10-13,61,False
2016-10-14,63,False
2016-10-15,53,False
2016-10-16,61,False
2016-10-17,78,False
2016-10-18,83,False
2016-10-19,70,False
2016-10-20,93,False
2016-10-21,60,False
2016-10-22,58,False
2016-10-23,51,False
2016-10-24,100,False
2016-10-25,87,False
2016-10-26,82,False
2016-10-27,86,False
2016-10-28,86,False
2016-10-29,44,False
2016-10-30,69,False
2016-10-31,86,False
