date,COST stock,isPartial
2014-08-01,70,False
2014-08-02,53,False
2014-08-03,47,False
2014-08-04,71,False
2014-08-05,89,False
2014-08-06,100,False
2014-08-07,74,False
2014-08-08,68,False
2014-08-09,55,False
2014-08-10,55,False
2014-08-11,51,False
2014-08-12,100,False
2014-08-13,68,False
2014-08-14,73,False
2014-08-15,72,False
2014-08-16,67,False
2014-08-17,57,False
2014-08-18,81,False
2014-08-19,73,False
2014-08-20,80,False
2014-08-21,73,False
2014-08-22,73,False
2014-08-23,54,False
2014-08-24,59,False
2014-08-25,89,False
2014-08-26,96,False
2014-08-27,85,False
2014-08-28,80,False
2014-08-29,75,False
2014-08-30,62,False
2014-08-31,44,False
