date,COST stock,isPartial
2012-06-01,75,False
2012-06-02,49,False
2012-06-03,47,False
2012-06-04,90,False
2012-06-05,84,False
2012-06-06,77,False
2012-06-07,75,False
2012-06-08,84,False
2012-06-09,56,False
2012-06-10,56,False
2012-06-11,81,False
2012-06-12,86,False
2012-06-13,71,False
2012-06-14,60,False
2012-06-15,51,False
2012-06-16,83,False
2012-06-17,83,False
2012-06-18,66,False
2012-06-19,93,False
2012-06-20,73,False
2012-06-21,74,False
2012-06-22,53,False
2012-06-23,44,False
2012-06-24,66,False
2012-06-25,88,False
2012-06-26,100,False
2012-06-27,65,False
2012-06-28,79,False
2012-06-29,79,False
2012-06-30,47,False
