date,SIRI stock,isPartial
2016-06-01,73,False
2016-06-02,67,False
2016-06-03,83,False
2016-06-04,0,False
2016-06-05,15,False
2016-06-06,26,False
2016-06-07,47,False
2016-06-08,80,False
2016-06-09,61,False
2016-06-10,77,False
2016-06-11,31,False
2016-06-12,15,False
2016-06-13,91,False
2016-06-14,45,False
2016-06-15,66,False
2016-06-16,66,False
2016-06-17,49,False
2016-06-18,32,False
2016-06-19,15,False
2016-06-20,40,False
2016-06-21,80,False
2016-06-22,33,False
2016-06-23,48,False
2016-06-24,98,False
2016-06-25,40,False
2016-06-26,16,False
2016-06-27,46,False
2016-06-28,100,False
2016-06-29,61,False
2016-06-30,55,False
