date,MU stock,isPartial
2015-03-01,29,False
2015-03-02,70,False
2015-03-03,75,False
2015-03-04,75,False
2015-03-05,76,False
2015-03-06,57,False
2015-03-07,60,False
2015-03-08,15,False
2015-03-09,25,False
2015-03-10,50,False
2015-03-11,71,False
2015-03-12,68,False
2015-03-13,83,False
2015-03-14,29,False
2015-03-15,21,False
2015-03-16,71,False
2015-03-17,100,False
2015-03-18,67,False
2015-03-19,42,False
2015-03-20,52,False
2015-03-21,39,False
2015-03-22,29,False
2015-03-23,45,False
2015-03-24,45,False
2015-03-25,73,False
2015-03-26,58,False
2015-03-27,74,False
2015-03-28,47,False
2015-03-29,30,False
2015-03-30,37,False
2015-03-31,92,False
