date,MAT stock,isPartial
2016-03-01,100,False
2016-03-02,38,False
2016-03-03,26,False
2016-03-04,79,False
2016-03-05,29,False
2016-03-06,57,False
2016-03-07,25,False
2016-03-08,88,False
2016-03-09,25,False
2016-03-10,64,False
2016-03-11,53,False
2016-03-12,44,False
2016-03-13,43,False
2016-03-14,25,False
2016-03-15,51,False
2016-03-16,38,False
2016-03-17,39,False
2016-03-18,54,False
2016-03-19,29,False
2016-03-20,29,False
2016-03-21,25,False
2016-03-22,26,False
2016-03-23,0,False
2016-03-24,82,False
2016-03-25,29,False
2016-03-26,60,False
2016-03-27,30,False
2016-03-28,80,False
2016-03-29,38,False
2016-03-30,64,False
2016-03-31,51,False
