date,CTSH stock,isPartial
2013-08-01,88,False
2013-08-02,31,False
2013-08-03,36,False
2013-08-04,0,False
2013-08-05,0,False
2013-08-06,73,False
2013-08-07,49,False
2013-08-08,90,False
2013-08-09,46,False
2013-08-10,36,False
2013-08-11,35,False
2013-08-12,0,False
2013-08-13,100,False
2013-08-14,29,False
2013-08-15,31,False
2013-08-16,46,False
2013-08-17,35,False
2013-08-18,0,False
2013-08-19,29,False
2013-08-20,0,False
2013-08-21,29,False
2013-08-22,29,False
2013-08-23,45,False
2013-08-24,0,False
2013-08-25,0,False
2013-08-26,42,False
2013-08-27,0,False
2013-08-28,55,False
2013-08-29,42,False
2013-08-30,29,False
2013-08-31,0,False
