date,EXPE stock,isPartial
2016-03-01,36,False
2016-03-02,72,False
2016-03-03,36,False
2016-03-04,37,False
2016-03-05,0,False
2016-03-06,0,False
2016-03-07,54,False
2016-03-08,72,False
2016-03-09,36,False
2016-03-10,37,False
2016-03-11,76,False
2016-03-12,0,False
2016-03-13,41,False
2016-03-14,90,False
2016-03-15,36,False
2016-03-16,72,False
2016-03-17,74,False
2016-03-18,39,False
2016-03-19,42,False
2016-03-20,0,False
2016-03-21,56,False
2016-03-22,92,False
2016-03-23,100,False
2016-03-24,39,False
2016-03-25,0,False
2016-03-26,0,False
2016-03-27,0,False
2016-03-28,57,False
2016-03-29,37,False
2016-03-30,73,False
2016-03-31,37,False
