date,HAS stock,isPartial
2018-04-01,49,False
2018-04-02,100,False
2018-04-03,77,False
2018-04-04,81,False
2018-04-05,63,False
2018-04-06,61,False
2018-04-07,49,False
2018-04-08,59,False
2018-04-09,86,False
2018-04-10,66,False
2018-04-11,64,False
2018-04-12,72,False
2018-04-13,63,False
2018-04-14,39,False
2018-04-15,53,False
2018-04-16,76,False
2018-04-17,80,False
2018-04-18,72,False
2018-04-19,81,False
2018-04-20,62,False
2018-04-21,51,False
2018-04-22,47,False
2018-04-23,82,False
2018-04-24,91,False
2018-04-25,72,False
2018-04-26,93,False
2018-04-27,57,False
2018-04-28,40,False
2018-04-29,53,False
2018-04-30,84,False
