date,HAS stock,isPartial
2012-06-01,84,False
2012-06-02,68,False
2012-06-03,57,False
2012-06-04,91,False
2012-06-05,74,False
2012-06-06,81,False
2012-06-07,53,False
2012-06-08,57,False
2012-06-09,43,False
2012-06-10,48,False
2012-06-11,69,False
2012-06-12,68,False
2012-06-13,62,False
2012-06-14,58,False
2012-06-15,52,False
2012-06-16,65,False
2012-06-17,77,False
2012-06-18,32,False
2012-06-19,56,False
2012-06-20,62,False
2012-06-21,100,False
2012-06-22,39,False
2012-06-23,48,False
2012-06-24,56,False
2012-06-25,64,False
2012-06-26,54,False
2012-06-27,40,False
2012-06-28,66,False
2012-06-29,72,False
2012-06-30,66,False
