date,HD stock,isPartial
2012-04-01,29,False
2012-04-02,49,False
2012-04-03,63,False
2012-04-04,70,False
2012-04-05,51,False
2012-04-06,51,False
2012-04-07,49,False
2012-04-08,81,False
2012-04-09,46,False
2012-04-10,65,False
2012-04-11,43,False
2012-04-12,39,False
2012-04-13,51,False
2012-04-14,46,False
2012-04-15,29,False
2012-04-16,81,False
2012-04-17,62,False
2012-04-18,47,False
2012-04-19,58,False
2012-04-20,46,False
2012-04-21,87,False
2012-04-22,57,False
2012-04-23,42,False
2012-04-24,33,False
2012-04-25,62,False
2012-04-26,48,False
2012-04-27,36,False
2012-04-28,35,False
2012-04-29,35,False
2012-04-30,100,False
