date,INTC stock,isPartial
2012-04-01,0,False
2012-04-02,0,False
2012-04-03,60,False
2012-04-04,41,False
2012-04-05,82,False
2012-04-06,23,False
2012-04-07,100,False
2012-04-08,25,False
2012-04-09,47,False
2012-04-10,21,False
2012-04-11,39,False
2012-04-12,20,False
2012-04-13,0,False
2012-04-14,0,False
2012-04-15,0,False
2012-04-16,39,False
2012-04-17,58,False
2012-04-18,58,False
2012-04-19,39,False
2012-04-20,42,False
2012-04-21,24,False
2012-04-22,0,False
2012-04-23,19,False
2012-04-24,38,False
2012-04-25,39,False
2012-04-26,20,False
2012-04-27,21,False
2012-04-28,24,False
2012-04-29,0,False
2012-04-30,0,False
