date,BA stock,isPartial
2017-11-01,58,False
2017-11-02,66,False
2017-11-03,60,False
2017-11-04,22,False
2017-11-05,13,False
2017-11-06,58,False
2017-11-07,71,False
2017-11-08,72,False
2017-11-09,56,False
2017-11-10,55,False
2017-11-11,23,False
2017-11-12,10,False
2017-11-13,64,False
2017-11-14,54,False
2017-11-15,51,False
2017-11-16,60,False
2017-11-17,57,False
2017-11-18,18,False
2017-11-19,12,False
2017-11-20,48,False
2017-11-21,52,False
2017-11-22,43,False
2017-11-23,17,False
2017-11-24,38,False
2017-11-25,14,False
2017-11-26,5,False
2017-11-27,43,False
2017-11-28,51,False
2017-11-29,59,False
2017-11-30,100,False
