date,SIRI stock,isPartial
2012-06-01,59,False
2012-06-02,38,False
2012-06-03,31,False
2012-06-04,51,False
2012-06-05,60,False
2012-06-06,81,False
2012-06-07,44,False
2012-06-08,54,False
2012-06-09,16,False
2012-06-10,16,False
2012-06-11,55,False
2012-06-12,59,False
2012-06-13,60,False
2012-06-14,100,False
2012-06-15,59,False
2012-06-16,21,False
2012-06-17,22,False
2012-06-18,47,False
2012-06-19,51,False
2012-06-20,82,False
2012-06-21,39,False
2012-06-22,37,False
2012-06-23,44,False
2012-06-24,21,False
2012-06-25,57,False
2012-06-26,39,False
2012-06-27,48,False
2012-06-28,44,False
2012-06-29,55,False
2012-06-30,16,False
