date,CSCO stock,isPartial
2013-06-01,23,False
2013-06-02,0,False
2013-06-03,100,False
2013-06-04,75,False
2013-06-05,51,False
2013-06-06,38,False
2013-06-07,73,False
2013-06-08,23,False
2013-06-09,34,False
2013-06-10,93,False
2013-06-11,49,False
2013-06-12,57,False
2013-06-13,83,False
2013-06-14,87,False
2013-06-15,24,False
2013-06-16,24,False
2013-06-17,88,False
2013-06-18,76,False
2013-06-19,47,False
2013-06-20,65,False
2013-06-21,75,False
2013-06-22,47,False
2013-06-23,46,False
2013-06-24,51,False
2013-06-25,44,False
2013-06-26,83,False
2013-06-27,52,False
2013-06-28,54,False
2013-06-29,47,False
2013-06-30,23,False
