date,AMZN stock,isPartial
2017-02-01,43,False
2017-02-02,94,False
2017-02-03,100,False
2017-02-04,15,False
2017-02-05,13,False
2017-02-06,45,False
2017-02-07,41,False
2017-02-08,36,False
2017-02-09,29,False
2017-02-10,38,False
2017-02-11,12,False
2017-02-12,2,False
2017-02-13,40,False
2017-02-14,36,False
2017-02-15,35,False
2017-02-16,25,False
2017-02-17,35,False
2017-02-18,6,False
2017-02-19,2,False
2017-02-20,10,False
2017-02-21,31,False
2017-02-22,27,False
2017-02-23,26,False
2017-02-24,26,False
2017-02-25,9,False
2017-02-26,5,False
2017-02-27,28,False
2017-02-28,37,False
