date,COST stock,isPartial
2014-03-01,74,False
2014-03-02,67,False
2014-03-03,90,False
2014-03-04,80,False
2014-03-05,89,False
2014-03-06,98,False
2014-03-07,63,False
2014-03-08,54,False
2014-03-09,54,False
2014-03-10,73,False
2014-03-11,78,False
2014-03-12,99,False
2014-03-13,68,False
2014-03-14,64,False
2014-03-15,50,False
2014-03-16,51,False
2014-03-17,83,False
2014-03-18,91,False
2014-03-19,73,False
2014-03-20,81,False
2014-03-21,86,False
2014-03-22,82,False
2014-03-23,71,False
2014-03-24,71,False
2014-03-25,78,False
2014-03-26,87,False
2014-03-27,69,False
2014-03-28,100,False
2014-03-29,57,False
2014-03-30,75,False
2014-03-31,97,False
