date,BA stock,isPartial
2017-10-01,7,False
2017-10-02,43,False
2017-10-03,35,False
2017-10-04,42,False
2017-10-05,44,False
2017-10-06,41,False
2017-10-07,15,False
2017-10-08,9,False
2017-10-09,43,False
2017-10-10,33,False
2017-10-11,53,False
2017-10-12,30,False
2017-10-13,34,False
2017-10-14,6,False
2017-10-15,11,False
2017-10-16,42,False
2017-10-17,53,False
2017-10-18,56,False
2017-10-19,31,False
2017-10-20,46,False
2017-10-21,13,False
2017-10-22,14,False
2017-10-23,58,False
2017-10-24,45,False
2017-10-25,100,False
2017-10-26,74,False
2017-10-27,53,False
2017-10-28,12,False
2017-10-29,9,False
2017-10-30,44,False
2017-10-31,44,False
