date,SIRI stock,isPartial
2013-12-01,21,False
2013-12-02,67,False
2013-12-03,90,False
2013-12-04,50,False
2013-12-05,83,False
2013-12-06,70,False
2013-12-07,31,False
2013-12-08,15,False
2013-12-09,63,False
2013-12-10,54,False
2013-12-11,80,False
2013-12-12,75,False
2013-12-13,51,False
2013-12-14,38,False
2013-12-15,19,False
2013-12-16,83,False
2013-12-17,98,False
2013-12-18,72,False
2013-12-19,61,False
2013-12-20,67,False
2013-12-21,36,False
2013-12-22,20,False
2013-12-23,68,False
2013-12-24,59,False
2013-12-25,17,False
2013-12-26,92,False
2013-12-27,100,False
2013-12-28,62,False
2013-12-29,16,False
2013-12-30,59,False
2013-12-31,97,False
