date,IBM stock,isPartial
2013-01-01,15,False
2013-01-02,40,False
2013-01-03,31,False
2013-01-04,34,False
2013-01-05,16,False
2013-01-06,8,False
2013-01-07,26,False
2013-01-08,37,False
2013-01-09,27,False
2013-01-10,45,False
2013-01-11,29,False
2013-01-12,12,False
2013-01-13,11,False
2013-01-14,19,False
2013-01-15,29,False
2013-01-16,15,False
2013-01-17,29,False
2013-01-18,28,False
2013-01-19,14,False
2013-01-20,9,False
2013-01-21,24,False
2013-01-22,44,False
2013-01-23,100,False
2013-01-24,68,False
2013-01-25,65,False
2013-01-26,31,False
2013-01-27,14,False
2013-01-28,31,False
2013-01-29,40,False
2013-01-30,56,False
2013-01-31,29,False
