date,HD stock,isPartial
2014-03-01,73,False
2014-03-02,63,False
2014-03-03,69,False
2014-03-04,98,False
2014-03-05,77,False
2014-03-06,66,False
2014-03-07,69,False
2014-03-08,87,False
2014-03-09,73,False
2014-03-10,82,False
2014-03-11,100,False
2014-03-12,96,False
2014-03-13,43,False
2014-03-14,65,False
2014-03-15,50,False
2014-03-16,45,False
2014-03-17,89,False
2014-03-18,84,False
2014-03-19,70,False
2014-03-20,86,False
2014-03-21,65,False
2014-03-22,100,False
2014-03-23,84,False
2014-03-24,49,False
2014-03-25,94,False
2014-03-26,57,False
2014-03-27,82,False
2014-03-28,56,False
2014-03-29,68,False
2014-03-30,59,False
2014-03-31,84,False
