date,PEP stock,isPartial
2012-05-01,41,False
2012-05-02,41,False
2012-05-03,0,False
2012-05-04,51,False
2012-05-05,0,False
2012-05-06,0,False
2012-05-07,37,False
2012-05-08,36,False
2012-05-09,25,False
2012-05-10,100,False
2012-05-11,52,False
2012-05-12,0,False
2012-05-13,30,False
2012-05-14,36,False
2012-05-15,32,False
2012-05-16,33,False
2012-05-17,38,False
2012-05-18,0,False
2012-05-19,0,False
2012-05-20,0,False
2012-05-21,24,False
2012-05-22,74,False
2012-05-23,75,False
2012-05-24,37,False
2012-05-25,53,False
2012-05-26,31,False
2012-05-27,63,False
2012-05-28,26,False
2012-05-29,24,False
2012-05-30,65,False
2012-05-31,41,False
