date,FB stock,isPartial
2014-04-01,38,False
2014-04-02,43,False
2014-04-03,45,False
2014-04-04,37,False
2014-04-05,23,False
2014-04-06,16,False
2014-04-07,35,False
2014-04-08,45,False
2014-04-09,43,False
2014-04-10,45,False
2014-04-11,46,False
2014-04-12,10,False
2014-04-13,10,False
2014-04-14,37,False
2014-04-15,47,False
2014-04-16,38,False
2014-04-17,45,False
2014-04-18,22,False
2014-04-19,6,False
2014-04-20,7,False
2014-04-21,33,False
2014-04-22,59,False
2014-04-23,76,False
2014-04-24,100,False
2014-04-25,65,False
2014-04-26,17,False
2014-04-27,15,False
2014-04-28,46,False
2014-04-29,39,False
2014-04-30,45,False
