date,AMZN stock,isPartial
2018-08-01,67,False
2018-08-02,64,False
2018-08-03,57,False
2018-08-04,14,False
2018-08-05,8,False
2018-08-06,49,False
2018-08-07,56,False
2018-08-08,58,False
2018-08-09,60,False
2018-08-10,48,False
2018-08-11,15,False
2018-08-12,8,False
2018-08-13,56,False
2018-08-14,60,False
2018-08-15,67,False
2018-08-16,61,False
2018-08-17,54,False
2018-08-18,10,False
2018-08-19,7,False
2018-08-20,44,False
2018-08-21,49,False
2018-08-22,48,False
2018-08-23,52,False
2018-08-24,45,False
2018-08-25,10,False
2018-08-26,8,False
2018-08-27,51,False
2018-08-28,59,False
2018-08-29,79,False
2018-08-30,100,False
2018-08-31,64,False
