date,SIRI stock,isPartial
2015-10-01,13,False
2015-10-02,37,False
2015-10-03,10,False
2015-10-04,20,False
2015-10-05,30,False
2015-10-06,35,False
2015-10-07,44,False
2015-10-08,44,False
2015-10-09,41,False
2015-10-10,0,False
2015-10-11,10,False
2015-10-12,27,False
2015-10-13,39,False
2015-10-14,26,False
2015-10-15,35,False
2015-10-16,54,False
2015-10-17,31,False
2015-10-18,10,False
2015-10-19,47,False
2015-10-20,56,False
2015-10-21,65,False
2015-10-22,31,False
2015-10-23,73,False
2015-10-24,20,False
2015-10-25,20,False
2015-10-26,43,False
2015-10-27,69,False
2015-10-28,68,False
2015-10-29,100,False
2015-10-30,69,False
2015-10-31,10,False
