date,MSFT stock,isPartial
2014-07-01,34,False
2014-07-02,37,False
2014-07-03,20,False
2014-07-04,12,False
2014-07-05,21,False
2014-07-06,24,False
2014-07-07,29,False
2014-07-08,29,False
2014-07-09,30,False
2014-07-10,29,False
2014-07-11,30,False
2014-07-12,17,False
2014-07-13,17,False
2014-07-14,35,False
2014-07-15,29,False
2014-07-16,69,False
2014-07-17,100,False
2014-07-18,81,False
2014-07-19,16,False
2014-07-20,23,False
2014-07-21,51,False
2014-07-22,83,False
2014-07-23,71,False
2014-07-24,52,False
2014-07-25,53,False
2014-07-26,14,False
2014-07-27,18,False
2014-07-28,39,False
2014-07-29,41,False
2014-07-30,42,False
2014-07-31,44,False
