date,FB stock,isPartial
2012-11-01,65,False
2012-11-02,55,False
2012-11-03,22,False
2012-11-04,18,False
2012-11-05,55,False
2012-11-06,60,False
2012-11-07,72,False
2012-11-08,68,False
2012-11-09,69,False
2012-11-10,16,False
2012-11-11,22,False
2012-11-12,53,False
2012-11-13,45,False
2012-11-14,100,False
2012-11-15,89,False
2012-11-16,54,False
2012-11-17,37,False
2012-11-18,40,False
2012-11-19,68,False
2012-11-20,67,False
2012-11-21,67,False
2012-11-22,35,False
2012-11-23,69,False
2012-11-24,22,False
2012-11-25,15,False
2012-11-26,95,False
2012-11-27,95,False
2012-11-28,64,False
2012-11-29,88,False
2012-11-30,98,False
