date,EXPE stock,isPartial
2018-08-01,64,False
2018-08-02,95,False
2018-08-03,85,False
2018-08-04,75,False
2018-08-05,37,False
2018-08-06,49,False
2018-08-07,48,False
2018-08-08,64,False
2018-08-09,65,False
2018-08-10,0,False
2018-08-11,0,False
2018-08-12,0,False
2018-08-13,97,False
2018-08-14,97,False
2018-08-15,49,False
2018-08-16,83,False
2018-08-17,50,False
2018-08-18,38,False
2018-08-19,0,False
2018-08-20,34,False
2018-08-21,0,False
2018-08-22,68,False
2018-08-23,100,False
2018-08-24,34,False
2018-08-25,0,False
2018-08-26,37,False
2018-08-27,0,False
2018-08-28,48,False
2018-08-29,32,False
2018-08-30,32,False
2018-08-31,0,False
