date,PHG stock,isPartial
2016-10-01,0,False
2016-10-02,0,False
2016-10-03,34,False
2016-10-04,0,False
2016-10-05,33,False
2016-10-06,0,False
2016-10-07,0,False
2016-10-08,39,False
2016-10-09,38,False
2016-10-10,0,False
2016-10-11,0,False
2016-10-12,0,False
2016-10-13,34,False
2016-10-14,0,False
2016-10-15,39,False
2016-10-16,0,False
2016-10-17,33,False
2016-10-18,0,False
2016-10-19,0,False
2016-10-20,0,False
2016-10-21,35,False
2016-10-22,39,False
2016-10-23,0,False
2016-10-24,67,False
2016-10-25,100,False
2016-10-26,0,False
2016-10-27,68,False
2016-10-28,35,False
2016-10-29,39,False
2016-10-30,0,False
2016-10-31,69,False
