date,EBAY stock,isPartial
2014-01-01,45,False
2014-01-02,50,False
2014-01-03,56,False
2014-01-04,43,False
2014-01-05,47,False
2014-01-06,56,False
2014-01-07,54,False
2014-01-08,52,False
2014-01-09,51,False
2014-01-10,46,False
2014-01-11,41,False
2014-01-12,48,False
2014-01-13,64,False
2014-01-14,49,False
2014-01-15,54,False
2014-01-16,59,False
2014-01-17,53,False
2014-01-18,41,False
2014-01-19,46,False
2014-01-20,39,False
2014-01-21,53,False
2014-01-22,81,False
2014-01-23,100,False
2014-01-24,62,False
2014-01-25,44,False
2014-01-26,49,False
2014-01-27,60,False
2014-01-28,52,False
2014-01-29,56,False
2014-01-30,54,False
2014-01-31,46,False
