date,COST stock,isPartial
2017-03-01,84,False
2017-03-02,100,False
2017-03-03,95,False
2017-03-04,64,False
2017-03-05,67,False
2017-03-06,95,False
2017-03-07,85,False
2017-03-08,98,False
2017-03-09,78,False
2017-03-10,69,False
2017-03-11,56,False
2017-03-12,61,False
2017-03-13,69,False
2017-03-14,65,False
2017-03-15,76,False
2017-03-16,74,False
2017-03-17,71,False
2017-03-18,40,False
2017-03-19,64,False
2017-03-20,88,False
2017-03-21,82,False
2017-03-22,81,False
2017-03-23,71,False
2017-03-24,54,False
2017-03-25,47,False
2017-03-26,64,False
2017-03-27,88,False
2017-03-28,91,False
2017-03-29,81,False
2017-03-30,84,False
2017-03-31,75,False
