date,MCD stock,isPartial
2018-03-01,39,False
2018-03-02,100,False
2018-03-03,32,False
2018-03-04,22,False
2018-03-05,77,False
2018-03-06,77,False
2018-03-07,60,False
2018-03-08,54,False
2018-03-09,77,False
2018-03-10,27,False
2018-03-11,14,False
2018-03-12,46,False
2018-03-13,38,False
2018-03-14,48,False
2018-03-15,40,False
2018-03-16,54,False
2018-03-17,23,False
2018-03-18,11,False
2018-03-19,37,False
2018-03-20,46,False
2018-03-21,43,False
2018-03-22,61,False
2018-03-23,45,False
2018-03-24,21,False
2018-03-25,10,False
2018-03-26,43,False
2018-03-27,58,False
2018-03-28,43,False
2018-03-29,50,False
2018-03-30,23,False
2018-03-31,9,False
