date,MSFT stock,isPartial
2018-03-01,54,False
2018-03-02,44,False
2018-03-03,16,False
2018-03-04,8,False
2018-03-05,36,False
2018-03-06,49,False
2018-03-07,53,False
2018-03-08,45,False
2018-03-09,61,False
2018-03-10,13,False
2018-03-11,8,False
2018-03-12,38,False
2018-03-13,50,False
2018-03-14,39,False
2018-03-15,43,False
2018-03-16,41,False
2018-03-17,12,False
2018-03-18,8,False
2018-03-19,37,False
2018-03-20,54,False
2018-03-21,49,False
2018-03-22,48,False
2018-03-23,54,False
2018-03-24,16,False
2018-03-25,8,False
2018-03-26,76,False
2018-03-27,100,False
2018-03-28,75,False
2018-03-29,90,False
2018-03-30,47,False
2018-03-31,7,False
