date,EBAY stock,isPartial
2015-10-01,53,False
2015-10-02,55,False
2015-10-03,41,False
2015-10-04,35,False
2015-10-05,48,False
2015-10-06,55,False
2015-10-07,55,False
2015-10-08,61,False
2015-10-09,48,False
2015-10-10,43,False
2015-10-11,42,False
2015-10-12,51,False
2015-10-13,55,False
2015-10-14,45,False
2015-10-15,55,False
2015-10-16,47,False
2015-10-17,36,False
2015-10-18,37,False
2015-10-19,44,False
2015-10-20,49,False
2015-10-21,81,False
2015-10-22,100,False
2015-10-23,71,False
2015-10-24,37,False
2015-10-25,53,False
2015-10-26,55,False
2015-10-27,62,False
2015-10-28,60,False
2015-10-29,61,False
2015-10-30,59,False
2015-10-31,36,False
