date,AAPL stock,isPartial
2014-06-01,7,False
2014-06-02,38,False
2014-06-03,42,False
2014-06-04,41,False
2014-06-05,26,False
2014-06-06,38,False
2014-06-07,9,False
2014-06-08,13,False
2014-06-09,100,False
2014-06-10,55,False
2014-06-11,57,False
2014-06-12,45,False
2014-06-13,51,False
2014-06-14,17,False
2014-06-15,19,False
2014-06-16,35,False
2014-06-17,30,False
2014-06-18,38,False
2014-06-19,28,False
2014-06-20,25,False
2014-06-21,16,False
2014-06-22,11,False
2014-06-23,29,False
2014-06-24,30,False
2014-06-25,32,False
2014-06-26,38,False
2014-06-27,31,False
2014-06-28,8,False
2014-06-29,3,False
2014-06-30,32,False
