date,COST stock,isPartial
2014-06-01,55,False
2014-06-02,89,False
2014-06-03,57,False
2014-06-04,71,False
2014-06-05,92,False
2014-06-06,74,False
2014-06-07,57,False
2014-06-08,47,False
2014-06-09,73,False
2014-06-10,84,False
2014-06-11,100,False
2014-06-12,68,False
2014-06-13,59,False
2014-06-14,52,False
2014-06-15,42,False
2014-06-16,80,False
2014-06-17,67,False
2014-06-18,82,False
2014-06-19,94,False
2014-06-20,84,False
2014-06-21,45,False
2014-06-22,39,False
2014-06-23,97,False
2014-06-24,77,False
2014-06-25,96,False
2014-06-26,63,False
2014-06-27,72,False
2014-06-28,63,False
2014-06-29,71,False
2014-06-30,65,False
