date,GILD stock,isPartial
2015-02-01,6,False
2015-02-02,30,False
2015-02-03,72,False
2015-02-04,100,False
2015-02-05,66,False
2015-02-06,47,False
2015-02-07,16,False
2015-02-08,12,False
2015-02-09,48,False
2015-02-10,41,False
2015-02-11,40,False
2015-02-12,32,False
2015-02-13,28,False
2015-02-14,12,False
2015-02-15,12,False
2015-02-16,10,False
2015-02-17,33,False
2015-02-18,27,False
2015-02-19,24,False
2015-02-20,37,False
2015-02-21,12,False
2015-02-22,8,False
2015-02-23,33,False
2015-02-24,35,False
2015-02-25,30,False
2015-02-26,25,False
2015-02-27,35,False
2015-02-28,14,False
