date,BA stock,isPartial
2013-09-01,63,False
2013-09-02,23,False
2013-09-03,20,False
2013-09-04,61,False
2013-09-05,31,False
2013-09-06,48,False
2013-09-07,37,False
2013-09-08,18,False
2013-09-09,40,False
2013-09-10,39,False
2013-09-11,40,False
2013-09-12,85,False
2013-09-13,68,False
2013-09-14,48,False
2013-09-15,17,False
2013-09-16,94,False
2013-09-17,99,False
2013-09-18,80,False
2013-09-19,75,False
2013-09-20,63,False
2013-09-21,36,False
2013-09-22,29,False
2013-09-23,100,False
2013-09-24,99,False
2013-09-25,55,False
2013-09-26,71,False
2013-09-27,63,False
2013-09-28,36,False
2013-09-29,17,False
2013-09-30,44,False
