date,INTC stock,isPartial
2013-07-01,40,False
2013-07-02,62,False
2013-07-03,36,False
2013-07-04,11,False
2013-07-05,56,False
2013-07-06,26,False
2013-07-07,13,False
2013-07-08,41,False
2013-07-09,46,False
2013-07-10,79,False
2013-07-11,53,False
2013-07-12,22,False
2013-07-13,13,False
2013-07-14,19,False
2013-07-15,31,False
2013-07-16,36,False
2013-07-17,52,False
2013-07-18,100,False
2013-07-19,44,False
2013-07-20,19,False
2013-07-21,26,False
2013-07-22,57,False
2013-07-23,51,False
2013-07-24,47,False
2013-07-25,42,False
2013-07-26,38,False
2013-07-27,0,False
2013-07-28,25,False
2013-07-29,56,False
2013-07-30,46,False
2013-07-31,52,False
